,query,predicted_mql,actual_iMQL_phrased,INDEX
158,Envelopes & Thailand's profit share in the past 10 days?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}], 'thailand': [{'ENTITY': 'Southeast Asia', 'PARENT': 'Region'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'RATIO FILTER': [{'envelopes': 'Envelopes'}], 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'past 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'FILTER': {'Envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}], 'Thailand': [{'ENTITY': 'Southeast Asia', 'PARENT': 'Region'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'RATIO FILTER': [{'Envelopes': 'Envelopes'}], 'APPLIED MEASURE': [{'profit': 'Profit'}]}]}, 'DATE VARIABLE': {'past 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",158
159,Trend of cities' growth contribution to overall discount in 03,"{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'03': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}","{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'03': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March'}]}}",159
160,"Profit ratio of envelopes/Thailand, last 10 days?","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}], 'thailand': [{'ENTITY': 'Southeast Asia', 'PARENT': 'Region'}]}, 'DERIVED MEASURE': {'ratio': [{'ENTITY': 'ratio', 'RATIO FILTER': [{'envelopes': 'Envelopes'}], 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'Profit ratio': [{'ENTITY': 'ratio', 'RATIO FILTER': [{'envelopes': 'Envelopes'}], 'APPLIED MEASURE': [{'Profit': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",160
161,Lowest discount percentage share in subcategories?,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'discount percentage share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}}","{'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'discount percentage share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}}",161
162,Number of countries?,{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}},{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}},162
163,"In 1st quarter of last yr, which products contributed least to profit growth?","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': 'least', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contribution to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'1st quarter of last yr': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}","{'DIMENSION': {'products': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': 'least', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contributed': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profit': 'Profit'}], 'ADJECTIVE': ['least'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'1st quarter of last yr': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}",163
164,Main contributors to El Salvador's earnings?,"{'DERIVED MEASURE': {'key drivers': [{'ENTITY': 'kda', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}}","{'DERIVED MEASURE': {'contributors': [{'ENTITY': 'contribution_to_growth', 'ADJECTIVE': ['main'], 'TONE': 'positive'}]}}",164
165,Top ship mode sales in the last 15 days?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'Top', 'RANK VALUE': '1'}]}]}, 'DATE VARIABLE': {'last 15 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DATE VARIABLE': {'last 15 days': [{'ENTITY': 'Ship Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}",165
166,Which ship modes have highest sales?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'highest', 'RANK VALUE': '1'}]}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship modes': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'highest', 'RANK VALUE': '1'}], 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}}",166
167,"Excluding Slovenia, product name's profits?","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}}",167
168,Thailand envelope profit ratio trend?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}], 'southeast asia': [{'ENTITY': 'Southeast Asia', 'PARENT': 'Region'}]}, 'DERIVED MEASURE': {'ratio': [{'ENTITY': 'ratio', 'RATIO FILTER': [{'envelopes': 'Envelopes'}], 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across days'}]}}","{'FILTER': {'envelope': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'profit ratio': [{'ENTITY': 'ratio', 'RATIO FILTER': [{'envelope': 'Envelopes'}], 'APPLIED MEASURE': [{'profit': 'Profit'}]}]}, 'DATE VARIABLE': {'trend': [{'ENTITY': 'Order Date'}]}}",168
169,Previous quarter's subcategories ranked by discount %,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DATE VARIABLE': {'previous quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}","{'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': '', 'RANK VALUE': ''}]}]}, 'DERIVED MEASURE': {'discount %': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'Previous quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}",169
170,Is there a link between sales and discount %?,"{'MEASURE': {'sales': [{'ENTITY': 'Sales'}], 'discount percentage': [{'ENTITY': 'Discount percentage'}]}, 'DERIVED MEASURE': {'correlation': [{'ENTITY': 'correlation', 'APPLIED MEASURE': [{'sales': 'Sales'}, {'discount percentage': 'Discount percentage'}]}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales'}], 'discount %': [{'ENTITY': 'Discount percentage'}]}}",170
171,What's behind the profit change in Q1 of last year?,"{'DERIVED MEASURE': {'why': [{'ENTITY': 'why'}], 'profits': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'Q1 of last year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'change': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profit': 'Profit'}]}]}, 'DATE VARIABLE': {'Q1 of last year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}",171
172,Monthly sales forecast?,"{'MEASURE': {'monthly sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'monthly': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across months'}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'monthly': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across months'}]}}",172
173,Burundi's 2-month discount share?,"{'DERIVED MEASURE': {'discount share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'2-month': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}","{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'2-month': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}",173
174,Lowest discount subcategories (not India or France)?,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}]}]}}","{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'bottom', 'RANK VALUE': '1'}]}]}, 'FILTER': {'Low': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}}",174
175,"Cities list, not Guinea Bissau",{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}},{'DIMENSION': {'cities': [{'ENTITY': 'City'}]}},175
176,"Kenya, S","{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'Kenya': [{'ENTITY': 'Country'}]}}",,176
177,IDs of customers in the last 3 years?,"{'MEASURE': {'long': [{'ENTITY': 'Long'}]}, 'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DATE VARIABLE': {'last 3 years': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 years'}]}}","{'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DATE VARIABLE': {'last 3 years': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 years'}]}}",177
178,Discount by cities in Mar '22 vs 15 days?,"{'MEASURE': {'discount': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'Mar 22': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}], '15 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}","{'error_output': '{\n    ""MEASURE"": {\n        ""Discount"": [\n            {\n                ""ENTITY"": ""Discount"",\n                ""MEASURE CONSTRAINT"": [],\n                ""ADJECTIVE"": [],\n                ""TONE"": """"\n            }\n        ]\n    },\n    ""DIMENSION"": {\n        ""cities"": [\n            {\n                ""ENTITY"": ""City"",\n                ""RANK"": [],\n                ""ADJECTIVE"": [],\n                ""TONE"": """"\n            }\n        ]\n    },\n    ""FILTER"": {},\n    ""DERIVED MEASURE"": {},\n    ""DATE VARIABLE"": {\n        ""Mar \'22"": [\n            {\n                ""ENTITY"": ""Order Date"",\n                ""CONVERTED TIME ELEMENT"": ""March 2022""\n            }\n        ],\n        ""15 days"": [\n            {\n                ""ENTITY"": ""Order Date"",\n                ""CONVERTED TIME ELEMENT"": ""last 15 days""\n            }\n        ]\n    }\n}'}",178
179,"Guinea, furnishing, and us discount %?","{'DIMENSION': {'Guinea': [{'ENTITY': 'Country'}], 'furnishing': [{'ENTITY': 'Furnishings', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'us discount %': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount %': 'Discount percentage'}]}]}}","{'MEASURE': {'discount %': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'Guinea': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': '', 'RANK VALUE': ''}]}], 'us': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': '', 'RANK VALUE': ''}]}]}, 'FILTER': {'furnishing': [{'ENTITY': 'Furnishings', 'PARENT': 'Sub-Category'}]}}",179
180,"Discount % and sales by country, past 10 months?","{'MEASURE': {'discount %': [{'ENTITY': 'Discount percentage'}], 'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DATE VARIABLE': {'past 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}","{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage'}], 'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'country': [{'ENTITY': 'Country'}]}, 'DATE VARIABLE': {'past 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}",180
181,Products contributing to profits - names?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'contributing': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'contributing': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}}",181
182,When was ship mode's smallest growth contribution?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'smallest', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'sale': 'Sales'}], 'ADJECTIVE': ['smallest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}","{'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'smallest', 'RANK VALUE': 1}], 'ADJECTIVE': ['smallest'], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}",182
183,Show subcategories based on discount % in last quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}","{'MEASURE': {'discount %': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category'}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}",183
184,When was the 1st discount above 20k in March 2022?,"{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}","{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}",184
185,"Which cities have 20,000+ discount across 60 days?","{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'across 60 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 60 days'}]}}","{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '+'}]}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'60 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 60 days'}]}}",185
186,What were the predicted profits for El Salvador in 1st quarter of the previous year?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DATE VARIABLE': {'1st quarter of the previous year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}","{'MEASURE': {'predicted profits': [{'ENTITY': 'Profit', 'ADJECTIVE': ['predicted']}]}, 'DATE VARIABLE': {'1st quarter of the previous year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}",186
187,When did we hit 10k+ in profits & discounts in the last 10 days?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '+'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '+'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",187
188,"Excluding Guinea Bissau & Uzbekistan, which cities have the lowest discounts?","{'MEASURE': {'discounts': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}]}]}}","{'MEASURE': {'discounts': [{'ENTITY': 'Discount', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}]}]}, 'FILTER': {'low': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}}",188
189,"Which customer ids made more than 10,000 in profit?","{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'customer ids': [{'ENTITY': 'Customer ID'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'customer ids': [{'ENTITY': 'Customer ID'}]}}",189
190,What's driving envelope profit growth?,"{'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'key drivers': [{'ENTITY': 'kda', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}}","{'FILTER': {'envelope': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'driving': [{'ENTITY': 'kda', 'APPLIED MEASURE': [{'n-gram matched to MEASURE': 'profit', 'ENTITY': 'Profit'}]}], 'growth': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'n-gram matched to MEASURE': 'profit', 'ENTITY': 'Profit'}]}]}}",190
191,"Based on trend, which subcategories have the lowest discount percentage contribution?","{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'discount percentage contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'trend': [{'ENTITY': 'Order Date'}]}}","{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across days'}]}}",191
192,How do 15-day sales compare to FY20?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'15-day sales': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}], 'FY20': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'fy 2020'}]}}","{'MEASURE': {'15-day sales': [{'ENTITY': 'Sales'}]}, 'DATE VARIABLE': {'15-day': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}], 'FY20': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'fy 2020'}]}}",192
193,When did countries have their lowest discount percentage for the first time?,"{'DIMENSION': {'countries': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}","{'DIMENSION': {'countries': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': 'first', 'RANK VALUE': '1'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}",193
194,10k+ profit products?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '+'}]}]}, 'DIMENSION': {'products': [{'ENTITY': 'Product Name'}]}}",194
195,El Salvador's % of profits?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'%': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'percent': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}}",195
196,First time guinea's discount and shipping > 50k?,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'shipping cost': [{'ENTITY': 'Shipping Cost', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}","{'MEASURE': {'discount': [{'ENTITY': 'Discount'}], 'shipping cost': [{'ENTITY': 'Shipping Cost', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'time': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}",196
197,% of sales from ship mode in 3-month period?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'percentage': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}, 'DATE VARIABLE': {'3-month period': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 months'}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'%': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sales': 'Sales'}]}]}, 'DATE VARIABLE': {'3-month period': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 3 months'}]}}",197
198,March 2022 city-wise discounts?,"{'MEASURE': {'discounts': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'march 2022': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}","{'MEASURE': {'discounts': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'city-wise': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'March 2022': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}",198
